"tit_projeto" "descricao" "autor_situacao"
"6726" "PROC. 02050/93 - PLL 105/93" "Revoga a lei nr 7276 de 9 de julho de 1993 que denominou travessao jose carlos dias de oliveira um logrdouro publico." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6727" "PROC. 02200/93 - PLL 113/93" "Proibe o uso de soda caustica ou substancia acida na limpeza de edificacoes." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"6728" "PROC. 02213/93 - PLL 115/93" "Da nova redacao ao artigo 4 da lei nr 2521 de 7 de junho de 1963 no q tange a contribucao devida ao montepio dos func do mun de poa pela prefeitura municipal de porto alegre." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6729" "PROC. 02318/93 - PLL 119/93" "Determina a execucao do hino de porto alegre sempre que o hino nacional brasileiro for executado nas escolas do municipio." "Autor
JOCELIN AZAMBUJA
Situação
EM TRAMITACAO"
"6730" "PROC. 02347/93 - PLL 123/93" "Dispoe sobre a confeccao de carimbos ou congeneres nas casas do ramo no ambito do municipio de porto alegre." "Autor
ELISEU SANTOS
Situação
ARQUIVADO"
"6731" "PROC. 02374/93 - PLL 124/93" "Aut o poder exec a introd melhorias na pista existente e ampliar o trajeto entre a usina do gasometro e a vila assuncao/cristal denomina-a ciclovia zona sul e da outras provid." "Autor
JOCELIN AZAMBUJA
Situação
ARQUIVADO"
"6732" "PROC. 02885/93 - PLL 147/93" "Denomina r joao da silva bueno atual r nr 2923 localizada no residencial ravena-parque do sabia i." "Autor
JOSE GOMES
Situação
ARQUIVADO"
"6733" "PROC. 03076/93 - PLL 158/93" "Concede o titulo honorifico de cidadao de porto alegre a antonio juarez de moura maia." "Autor
PEDRO AMERICO LEAL
Situação
ARQUIVADO"
"6734" "PROC. 03183/93 - PLL 166/93" "Cria o codigo de defesa do usuario dos servicos de saude no municipio de porto alegre e da outras providencias." "Autor
HENRIQUE FONTANA
Situação
ARQUIVADO"
"6735" "PROC. 01889/92 - PLL 150/92" "Altera o art 1 da lei 7031 de 06 de maio de 1992 denominou praca annita zandwais um logradouro publico." "Autor
LUIZ VICENTE VIEIRA DUTRA
Situação
ARQUIVADO"
"6736" "PROC. 01924/92 - PLL 155/92" "Autoriza o executivo municipal a criar o crematorio municipal de poa." "Autor
GIOVANI GREGOL
Situação
ARQUIVADO"
"6737" "PROC. 02222/92 - PLL 168/92" "Autoriza o comercio ambulante com fim especifico para conserto de sapato e da outras providencias." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6738" "PROC. 02264/92 - PLL 171/92" "Denomina praca 29 de setembro um lograduro publico localizado no bairro teresopolis." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6739" "PROC. 02281/92 - PLL 173/92" "Denomina rua professor joaber pereira um logradouro publico localizado no bairro sarandi." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6740" "PROC. 02407/92 - PLL 180/92" "Denomina largo carlos lopes dos santos um logradouro publico no bairro menino deus." "Autor
LUIZ VICENTE VIEIRA DUTRA
Situação
ARQUIVADO"
"6741" "PROC. 02459/92 - PLL 184/92" "Concede o titulo honorifico de cidadao de porto alegre ao prof gaetano santagada." "Autor
LUIZ VICENTE VIEIRA DUTRA
Situação
ARQUIVADO"
"6742" "PROC. 02606/91 - PLL 221/91" "Denomina av. joaquim porto vilanova a atual av. projetada." "Autor
CYRO MARTINI
Situação
P - PARA CONSULTA"
"6743" "PROC. 02623/91 - PLL 224/91" "Denomina rua da heloisa um logradouro irregular no bairro vila nova." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"6744" "PROC. 02727/91 - PLL 232/91" "Dispoe sobre a obrigatoriedade, em carater de urgencia, da notificacao a secretaria municipal de saude e servico social,dos casos de morte cerebral. (doacao de orgaos)." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6745" "PROC. 02775/91 - PLL 239/91" "Denomina praca dr. francisco juruena um logradouro publico, localizado no bairro santa tereza." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6746" "PROC. 02786/91 - PLL 241/91" "Delimita os bairros belem velho e vila nova." "Autor
LUIZ MACHADO
Situação
EM TRAMITACAO"
"6747" "PROC. 02836/91 - PLL 247/91" "Denomina rua jose carlos b. dos santos um logradouro irregular, no bairro cel. aparicio borges." "Autor
DILAMAR MACHADO
Situação
ARQUIVADO"
"6748" "PROC. 02870/91 - PLL 252/91" "Modifica o anexo i, \"b\" da lei n 6309/88, atribuicoes do tecnico em comunicacao social. (plano de carreira do executivomunicipal)." "Autor
ADROALDO CORREA
Situação
ARQUIVADO"
"6749" "PROC. 02967/91 - PLL 254/91" "Denomina esplanda hely lopes de meirelles um logradouro publico no bairro praia de bellas." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6750" "PROC. 02984/91 - PLL 255/91" "Denomina rua algemiro antonio dos santos, um logradouro publico localizado no loteamento vila safira." "Autor
EDI MORELLI
Situação
ARQUIVADO"
"6751" "PROC. 03080/91 - PLL 266/91" "Oficializa a \"semana de clubes de maes de porto alegre\", cria a \"feira livre\" do conselho municipal de clube de maes de porto alegre e da outras providencias." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6752" "PROC. 03087/91 - PLL 267/91" "Concede o titulo honorifico de cidadao de porto alegre ao maestro tercilio poffo." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6753" "PROC. 03107/91 - PLL 269/91" "Denomina rua leonel vargas, a atual rua \"2902\", do loteamento residencial m.b.m." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6754" "PROC. 02166/91 - PLL 179/91" "Denomina rua da lastenica, rua do luciano, rua do fernandes,rua da heloisa e rua do chicao os logradouros publicos irregulares, respectivamente, hoje conhecidos como becos n 1..." "Autor
ERVINO BESSON
Situação
ARQUIVADO"
"6755" "PROC. 02228/91 - PLL 187/91" "Proibe a utilizacao de benzeno por estabelecimentos industriais no municipio, e da outras providencias." "Autor
JOSE ALVARENGA
Situação
EM TRAMITACAO"
"6756" "PROC. 02276/91 - PLL 191/91" "Autoriza o poder executivo municipal a abrir credito especial no valor de cr$ 1.500.000,00, e da outras providencias. (smed-apae)." "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6757" "PROC. 02287/91 - PLL 192/91" "Institui a \"semana farroupilha\" do municipio de porto alegre, e da outras providencias." "Autor
WILSON SANTOS
Situação
ARQUIVADO"
"6758" "PROC. 02392/91 - PLL 202/91" "Faculta o estacionamento temporario e rotativo de veiculos defronte as farmacias, e da outras providencias." "Autor
LUIZ BRAZ
Situação
ARQUIVADO"
"6759" "PROC. 02503/91 - PLL 217/91" "Declara de utilidade publica o gremio nautico gaucho." "Autor
VICENTE DUTRA
Situação
ARQUIVADO"
"6760" "PROC. 02572/91 - PLL 167/91" "Dispoe sobre a oficializacao do festival do chopp na avenidacristovao colombo." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6761" "PROC. 02700/97 - PLL 161/97" "Proibe a veiculacao de propaganda visual de cigarros e assemelhados em areas proximas aos estabelecimentos escolares." "Autor
ANNAMARIA GULARTE
Situação
ARQUIVADO"
"6762" "PROC. 02758/97 - PLL 168/97" "Autoriza o executivo municipal a indenizar os detentores de mandato eletivo municipal cassados por ato institucional do governo militar." "Autor
TEREZA FRANCO
Situação
ARQUIVADO"
"6763" "PROC. 02866/97 - PLL 171/97" "Proibe a cobranca de honorarios advocaticios por parte das imobiliarias ou adm de imoveis, sem o devido ajuizamento da acao de cobranca." "Autor
TEREZA FRANCO
Situação
ARQUIVADO"
"6764" "PROC. 03128/97 - PLL 184/97" "Autor.exec.munic.instalar pedra ornam.em memor.aos emeritos profissionais rio-grandenses que, em 01.10.97, apres.grau maximo de solidar., perderam suas vidas em lament.acid.aereo." "Autor
ANNAMARIA GULARTE
Situação
ARQUIVADO"
"6765" "PROC. 03249/97 - PLL 188/97" "Concede titulo honorifico de cidadao de porto alegre ao sr. ruy carlos ostermann." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6766" "PROC. 03256/97 - PLL 190/97" "Denomina largo abelard jacques noronha o largo existente entre a rua mostardeiro e o parque moinhos de vento, no bairro moinhos de vento, n/c." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6767" "PROC. 03430/97 - PLL 201/97" "Denomina av. senador darcy ribeiro um logradouro publico irregular localizado no nucleo esperanca, na restinga velha." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"6768" "PROC. 03530/97 - PLL 206/97" "Concede o titulo honorifico de cidada de porto alegre a professora doutora wrana maria panizzi." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"6769" "PROC. 00466/98 - PLL 002/98" "Concede o titulo honorifico de cidadao de porto alegre ao senhor carlos alberto dayrell." "Autor
GERSON ALMEIDA
Situação
ARQUIVADO"
"6770" "PROC. 00504/98 - PLL 009/98" "Altera a lei 6215/88, adocao de escolas de 1 grau por empresas ou pessoas fisicas e da outras providencias." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6771" "PROC. 00764/98 - PLL 024/98" "Autoriza o executivo a construir a pista de eventos no municipio de porto alegre." "Autor
CLENIA MARANHAO
Situação
ARQUIVADO"
"6772" "PROC. 00778/98 - PLL 025/98" "Denomina rua romulo telles pessoa um logradouro publico localizado no bairro petropolis." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6773" "PROC. 00897/98 - PLL 033/98" "Dispoe sobre a conducao de animais da especie canina no municipio de porto alegre e da outras providencias. n. do prot.: este processo foi transformado no plcl 10, proc. 1745/98." "Autor
NEREU D'AVILA
Situação
VER DESCRICAO"
"6774" "PROC. 00914/98 - PLL 037/98" "Implanta no municipio de porto alegre, o sistema de transporte coletivo inter-hospitalar." "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6775" "PROC. 00949/97 - PLL 039/97" "Denomina rua francisco de medeiros o logradouro irregular conhecido como rua \"c\", localizado na vila minuano, bairro sarandi." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6776" "PROC. 00967/97 - PLL 040/97" "Normatiza o funcionamento dos estacionamentos em lojas, shopping-center e supermercados." "Autor
MARIA DO ROSARIO
Situação
P - PARA CONSULTA"
"6777" "PROC. 00986/97 - PLL 041/97" "Autoriza o poder executivo municipal a construir quiosques junto aa orla do rio guaiba e da outras providencias. (ponta do gasometro/av. padre cacique)." "Autor
ANNAMARIA GULARTE
Situação
ARQUIVADO"
"6778" "PROC. 00987/97 - PLL 042/97" "Autoriza o poder executivo municipal a construir quiosques junto aa orla do rio guaiba e da outras providencias. (praca almerindo lima e cercanias)." "Autor
ANNAMARIA GULARTE
Situação
EM TRAMITACAO"
"6779" "PROC. 01097/97 - PLL 047/97" "Altera a denominacao da classe operador de raio x para tecnico em radiologia." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6780" "PROC. 01537/97 - PLL 095/97" "Dispoe sobre estacionamento ao longo do arroio diluvio." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6781" "PROC. 02472/96 - PLL 152/96" "Institui no municipio de porto alegre o servico de protese dentaria como programa de atendimento a populacao carente." "Autor
DECIO SCHAUREN
Situação
ARQUIVADO"
"6782" "PROC. 02690/96 - PLL 160/96" "Altera a redacao dos incisos iii e v do artigo 2 da lei 4629 de 23 de novembro de 1979 e da outras providencias." "Autor
JOCELIN AZAMBUJA
Situação
ARQUIVADO"
"6783" "PROC. 02855/96 - PLL 167/96" "Altera dispositivos da lei 6524, de 26.12.89, com a redacao dada pela lei 7546, de 12.12.94." "Autor
GUILHERME BARBOSA
Situação
ARQUIVADO"
"6784" "PROC. 03209/96 - PLL 179/96" "Denomina rua beth sangoi um logradouro publico localizadojunto ao numero 3850 da estrada joao de oliveira remiao, no bairro lomba do pinheiro." "Autor
HENRIQUE FONTANA
Situação
ARQUIVADO"
"6785" "PROC. 00484/97 - PLL 008/97" "Dispoe sobre o processo de remocao de moradores em areas de interesse publico ou de risco de vida ou saude." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"6786" "PROC. 01692/97 - PLL 106/97" "Da nova redacao ao artigo segundo, e inclui novo artigo terceiro, renumerando-se os demais, a lei 7624/95, que institui no municipio de porto alegre o dia da oxum.(despachos,v obs)" "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6787" "PROC. 02187/97 - PLL 128/97" "Denomina rua alberto moraes um logradouro localizado no bairro belem novo, n/c." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6788" "PROC. 02382/97 - PLL 139/97" "Normatiza a utilizacao do sistema de codigo de barras pelos estabelecimentos comerciais e congeneres e da outras providencias. (etiqueta/preco)" "Autor
ANTONIO LOSADA
Situação
ARQUIVADO"
"6789" "PROC. 02408/97 - PLL 142/97" "Cria a casa dos povos indigenas em porto alegre e da outras providencias." "Autor
JOAO MOTTA
Situação
ARQUIVADO"
"6790" "PROC. 02478/97 - PLL 150/97" "Denomina parque natural morro do osso, a area funcional de parque natural criada pela lei compl 334, de 27.12.1994." "Autor
GERSON ALMEIDA
Situação
ARQUIVADO"
"6791" "PROC. 02486/97 - PLL 151/97" "Declara de utilidade publica o clube maes legionarias do trabalho." "Autor
HELIO CORBELLINI
Situação
ARQUIVADO"
"6792" "PROC. 02501/97 - PLL 152/97" "Denomina rua darcy pereira pozzi um logradouro publico no bairro belem novo." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6793" "PROC. 01478/98 - PLL 064/98" "Denomina rua luiz correa da silva um logradouro publico localizado no bairro lami." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6794" "PROC. 01638/98 - PLL 076/98" "Institui oficialmente a arvore como simbolo ecologico de porto alegre." "Autor
ELOI GUIMARAES
Situação
ARQUIVADO"
"6795" "PROC. 01759/98 - PLL 082/98" "Dispoe sobre a obrigatoriedade dos estabelecimentos comerciais de qualquer natureza afixarem o horario de seu funcionamento." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6796" "PROC. 01856/98 - PLL 086/98" "Proibe a realizacao de rinhas no municipio de porto alegre." "Autor
ANNAMARIA GULARTE
Situação
ARQUIVADO"
"6797" "PROC. 01877/98 - PLL 089/98" "Da nova redacao ao paragrafo 2 do art 7 da lei 3790, de 5.9.1973, alterado pelas leis 4002, de 02.07.1975, 4160, de 10.09.1976, 4387, de 29.12.1977 e 6556, de 29.12.1989 -previden" "Autor
ANTONIO HOHLFELDT
Situação
ARQUIVADO"
"6798" "PROC. 01213/98 - PLL 049/98" "Denomina rua valdir antonio lopes um logradouro publico localizado no bairro tres figueiras." "Autor
FERNANDO ZACHIA
Situação
ARQUIVADO"
"6799" "PROC. 01270/98 - PLL 053/98" "Disciplina o uso do letreiro afixado em onibus e taxi-lotacao no municipio de porto alegre." "Autor
RENATO GUIMARAES
Situação
ARQUIVADO"
"6800" "PROC. 00604/98 - PLL 014/98" "Altera dispositivos da lei 7769 de 19 de janeiro de 1996 (nota do protocolo: conducao de caes)." "Autor
NEREU D'AVILA
Situação
ARQUIVADO"
"6801" "PROC. 01060/92 - PLL 083/92" "Denomina praca guarda civil um logradouro publico, localizado no loteamento vila sao caetano, no bairro teresopolis." "Autor
LEAO DE MEDEIROS
Situação
ARQUIVADO"
"6802" "PROC. 00650/96 - PLL 027/96" "Denomina portal dos pinheiros um logradouro irregular localizado na lomba do pinheiro." "Autor
MARIA DO ROSARIO
Situação
ARQUIVADO"
"6803" "PROC. 02499/00 - PLL 180/00" "Institui o programa de combate a desnutricao da crianca pre-escolar e da outras providencias." "Autor
CARLOS ALBERTO GARCIA
Situação
ARQUIVADO"
"6804" "PROC. 00117/92 - PLL 006/92" "Denomina parque chico mendes um logradouro publico e irregular." "Autor
GERT SCHINKE
Situação
ARQUIVADO"
"6805" "PROC. 01607/01 - PLL 086/01" "Denomina praca boris russowsky um logradouro publico cadastrado, localizado no bairro jardim itu-sabara." "Autor
ISAAC AINHORN
Situação
ARQUIVADO"
"6806" "PROC. 03329/97 - PLL 197/97" "Estabelece o projeto \"poemas nos onibus\" e da outras providencias." "Autor
GERSON ALMEIDA
Situação
ARQUIVADO"
"6807" "PROC. 01279/02 - PLL 067/02" "Concede o titulo de cidadao de porto alegre ao senhor jose lara." "Autor
MARIA CELESTE
Situação
PARA ARQUIVAR"
"6808" "PROC. 01085/02 - PLL 038/02" "Institui o \"disque denuncias\" de maus-tratos aos animais." "Autor
BETO MOESCH
Situação
PARA ARQUIVAR"
"6809" "PROC. 03088/02 - PLL 193/02" "Dispoe sobre a instituicao do fundo municipal de protecao aos animais no municipio de porto alegre e da outras providencias." "Autor
BETO MOESCH
Situação
PARA ARQUIVAR"
"6810" "PROC. 02391/91 - PLL 201/91" "Dispoe sobre a concessao e permissao de uso de terras publicas rurais, de propriedade do municipio, para fins de producao agricola cooperativada." "Autor
ADROALDO CORREA
Situação
ARQUIVADO"
"6811" "PROC. 02057/02 - PLL 125/02" "Institui a semana municipal de luta contra a violencia e a exploracao sexual de criancas e adolescentes e da outras providencias." "Autor
MARIA CELESTE
Situação
PARA ARQUIVAR"
"6812" "PROC. 02825/99 - PLL 151/99" "Institui o programa de prevencao a violencia nas escolas da rede municipal de ensino de porto alegre." "Autor
ZE VALDIR
Situação
ARQUIVADO"
"6813" "PROC. 01605/90 - PLL 106/90" "Denomina av. karl iwers um logradouro publico." "Autor
JOAO ANTONIO DIB
Situação
ARQUIVADO"
"6814" "PROC. 01505/91 - PLL 113/91" "Denomina praca arquiteto edgar albuquerque graeff um logradouro publico." "Autor
CLOVIS ILGENFRITZ
Situação
ARQUIVADO"
"6815" "PROC. 02217/97 - PLL 130/97" "Denomina praca mauri meurer um logradouro publico localizado no bairr itu-sabara." "Autor
CLOVIS ILGENFRITZ
Situação
ARQUIVADO"
